t,x,y
27.05756,-222.3646,-236.8245
27.09088,-233.575,-226.266
27.12421,-237.5217,-222.2822
27.15753,-233.0068,-225.1112
27.19085,-222.7724,-237.0388
27.22417,-204.7864,-254.304
27.2575,-178.7057,-275.2253
27.29082,-146.7992,-299.2105
27.32414,-102.8735,-312.95
27.35746,-57.25458,-328.0101
27.39078,-5.656321,-330.6211
27.42411,49.48133,-326.2564
27.45743,99.64009,-314.4212
27.49075,147.2244,-299.1328
27.52407,188.2249,-274.4267
27.55739,220.758,-254.4438
27.59072,228.9471,-244.8484
27.62404,241.1426,-232.0406
27.65736,246.5447,-226.6934
27.69068,243.3252,-229.0967
27.72401,231.8437,-237.3372
27.75733,213.9833,-253.2301
27.79065,188.2369,-272.9983
27.82397,153.8472,-293.2977
27.85729,110.444,-312.0157
27.89062,60.26743,-324.2774
27.92394,5.893982,-330.1277
27.95726,-50.68329,-326.7967
27.99058,-103.6347,-318.7947
28.0239,-145.4642,-302.3387
28.05723,-177.5683,-279.5249
28.09055,-204.9492,-259.1072
28.12387,-220.4409,-239.2808
28.15719,-231.2685,-227.7188
28.19051,-235.0947,-223.8497
28.22384,-231.3239,-226.8927
28.25716,-220.7287,-238.4928
28.29048,-204.9959,-257.0324
28.3238,-176.6309,-275.3038
28.35713,-145.0785,-298.7783
28.39045,-100.9791,-313.1011
28.42377,-53.96688,-326.3477
28.45709,-4.132365,-330.5231
28.49041,49.4895,-325.9305
28.52374,99.15112,-316.3985
28.55706,145.96,-300.7499
28.59038,186.6499,-274.4597
28.6237,219.215,-257.7208
28.65702,227.2079,-247.0478
28.69035,233.7588,-228.5035
28.72367,239.2007,-222.9377
28.75699,236.9999,-226.0412
28.79031,231.2373,-240.6532
28.82364,212.9837,-256.4243
28.85696,186.9814,-276.3795
28.89028,151.1411,-294.2137
28.9236,108.0411,-311.2459
28.95692,58.6658,-324.4929
28.99025,4.496182,-330.0214
29.02357,-50.84768,-327.0757
29.05689,-101.8596,-317.0816
29.09021,-142.0504,-301.0327
29.12353,-174.8522,-279.0454
29.15686,-200.4882,-257.5131
29.19018,-219.2328,-240.8675
29.2235,-229.0556,-229.4236
29.25682,-232.7224,-225.3883
29.29014,-229.2712,-228.8257
29.32347,-218.6088,-240.4129
29.35679,-202.8639,-258.9788
29.39011,-176.8158,-279.1997
29.42343,-143.0392,-299.7931
29.45676,-100.994,-316.6336
29.49008,-52.64079,-326.1114
29.5234,-2.797651,-330.396
29.55672,50.29576,-326.4322
29.59004,99.058,-314.4471
29.62337,145.7553,-300.4102
29.65669,185.7363,-279.3029
29.69001,217.6831,-258.7649
29.72333,226.2448,-248.5514
29.75665,238.754,-236.7798
29.78998,237.1565,-225.1541
29.8233,234.733,-228.465
29.85662,229.0281,-243.0902
29.88994,211.1715,-258.9724
29.92327,185.0339,-278.8744
29.95659,148.2692,-294.0335
29.98991,105.2439,-312.3148
30.02323,55.37168,-326.3494
30.05655,2.392314,-330.0731
30.08988,-51.09797,-325.8345
