 mass A  
t x y 
5.072720E1 -1.859415E2 -4.851441E2
5.076062E1 -1.346520E2 -5.026722E2
5.079404E1 -7.801708E1 -5.142771E2
5.082745E1 -1.915301E1 -5.201934E2
5.086087E1 4.087370E1 -5.183062E2
5.089429E1 1.021117E2 -5.087999E2
5.092770E1 1.591840E2 -4.940286E2
5.096112E1 2.125933E2 -4.725955E2
5.099454E1 2.595200E2 -4.492801E2
5.102796E1 2.929041E2 -4.275747E2
5.106137E1 3.289549E2 -4.089667E2
5.109479E1 3.549696E2 -3.876982E2
5.112821E1 3.733775E2 -3.712541E2
5.116162E1 3.851918E2 -3.598173E2
5.119504E1 3.890433E2 -3.548107E2
5.122846E1 3.879810E2 -3.564373E2
5.126188E1 3.770513E2 -3.625933E2
5.129529E1 3.637473E2 -3.794411E2
5.132871E1 3.376559E2 -3.946609E2
5.136213E1 3.073124E2 -4.202467E2
5.139554E1 2.687591E2 -4.425016E2
5.142896E1 2.233012E2 -4.667742E2
5.146238E1 1.714877E2 -4.889570E2
5.149580E1 1.108105E2 -5.067072E2
5.152921E1 4.977485E1 -5.168759E2
5.156263E1 -8.746265E0 -5.204201E2
5.159605E1 -7.478784E1 -5.164863E2
5.162946E1 -1.324490E2 -5.039383E2
5.166288E1 -1.829453E2 -4.867214E2
5.169630E1 -2.316671E2 -4.683578E2
5.172972E1 -2.721881E2 -4.456518E2
5.176313E1 -3.054660E2 -4.223234E2
5.179655E1 -3.307384E2 -4.006466E2
5.182997E1 -3.466310E2 -3.805818E2
5.186338E1 -3.603870E2 -3.687130E2
5.189680E1 -3.665109E2 -3.617113E2
5.193022E1 -3.662910E2 -3.608691E2
5.196364E1 -3.625572E2 -3.675913E2
5.199705E1 -3.507616E2 -3.795301E2
5.203047E1 -3.323441E2 -3.968914E2
5.206389E1 -3.076120E2 -4.166157E2
5.209730E1 -2.757829E2 -4.386654E2
5.213072E1 -2.376533E2 -4.607523E2
5.216414E1 -1.931065E2 -4.818266E2
5.219756E1 -1.426721E2 -5.003002E2
5.223097E1 -8.892894E1 -5.130914E2
5.226439E1 -3.091964E1 -5.189277E2
5.229781E1 2.883116E1 -5.186263E2
5.233122E1 9.079322E1 -5.107256E2
5.236464E1 1.477057E2 -4.967624E2
5.239806E1 1.993952E2 -4.788946E2
5.243148E1 2.496057E2 -4.547639E2
5.246489E1 2.830080E2 -4.337408E2
5.249831E1 3.198373E2 -4.155337E2
5.253173E1 3.420589E2 -3.897810E2
5.256514E1 3.665174E2 -3.766976E2
5.259856E1 3.794228E2 -3.639895E2
5.263198E1 3.859649E2 -3.581723E2
5.266540E1 3.854023E2 -3.584605E2
5.269881E1 3.748728E2 -3.625770E2
5.273223E1 3.631071E2 -3.784272E2
5.276565E1 3.414989E2 -3.965275E2
5.279906E1 3.111735E2 -4.167245E2
5.283248E1 2.753051E2 -4.391017E2
5.286590E1 2.295473E2 -4.645579E2
5.289932E1 1.793953E2 -4.867296E2
5.293273E1 1.226794E2 -5.045627E2
5.296615E1 6.336603E1 -5.161198E2
5.299957E1 -1.862529E0 -5.208954E2
5.303298E1 -6.466348E1 -5.163955E2
5.306640E1 -1.210481E2 -5.065560E2
5.309982E1 -1.728040E2 -4.907184E2
5.313324E1 -2.221403E2 -4.731529E2
5.316665E1 -2.629461E2 -4.514297E2
5.320007E1 -2.967842E2 -4.284465E2
5.323349E1 -3.242902E2 -4.066818E2
5.326690E1 -3.440050E2 -3.882840E2
5.330032E1 -3.543690E2 -3.727055E2
5.333374E1 -3.620315E2 -3.641802E2
5.336716E1 -3.633149E2 -3.627322E2
5.340057E1 -3.607726E2 -3.684726E2
5.343399E1 -3.490831E2 -3.783475E2
5.346741E1 -3.325191E2 -3.947702E2
5.350082E1 -3.090497E2 -4.142233E2
5.353424E1 -2.786501E2 -4.358406E2
5.356766E1 -2.418386E2 -4.584943E2
5.360108E1 -1.990283E2 -4.795254E2
5.363449E1 -1.507543E2 -4.981794E2
5.366791E1 -9.543292E1 -5.127864E2
5.370133E1 -4.128019E1 -5.187586E2
5.373474E1 1.988645E1 -5.187562E2
5.376816E1 7.974458E1 -5.127391E2
5.380158E1 1.372686E2 -4.999791E2
5.383500E1 1.885400E2 -4.837031E2
5.386841E1 2.400443E2 -4.587192E2
5.390183E1 2.750139E2 -4.381366E2
5.393525E1 3.110145E2 -4.199405E2
5.396866E1 3.393520E2 -4.000848E2
5.400208E1 3.614320E2 -3.813579E2
5.403550E1 3.753732E2 -3.682985E2
5.406892E1 3.828190E2 -3.616626E2
5.410233E1 3.832863E2 -3.611068E2
5.413575E1 3.769100E2 -3.673352E2
5.416917E1 3.637957E2 -3.793428E2
5.420258E1 3.395299E2 -3.928090E2
5.423600E1 3.130759E2 -4.156542E2
5.426942E1 2.775965E2 -4.377638E2
5.430284E1 2.358539E2 -4.608592E2
5.433625E1 1.854338E2 -4.840717E2
5.436967E1 1.307939E2 -5.016707E2
5.440309E1 7.153238E1 -5.144740E2
5.443650E1 3.448297E0 -5.208492E2
5.446992E1 -5.467109E1 -5.177521E2
5.450334E1 -1.115717E2 -5.086817E2
5.453675E1 -1.647043E2 -4.933352E2
5.457017E1 -2.128755E2 -4.755569E2
5.460359E1 -2.553134E2 -4.554571E2
5.463701E1 -2.898275E2 -4.332682E2
5.467042E1 -3.187984E2 -4.118217E2
5.470384E1 -3.395282E2 -3.933030E2
5.473726E1 -3.537013E2 -3.792336E2
5.477067E1 -3.610118E2 -3.694827E2
5.480409E1 -3.638457E2 -3.674471E2
5.483751E1 -3.605801E2 -3.716021E2
5.487093E1 -3.484959E2 -3.797187E2
5.490434E1 -3.326242E2 -3.946718E2
5.493776E1 -3.099678E2 -4.134515E2
5.497118E1 -2.809955E2 -4.351083E2
5.500459E1 -2.468469E2 -4.594075E2
5.503801E1 -2.031284E2 -4.781888E2
5.507143E1 -1.546623E2 -4.961288E2
5.510485E1 -1.019356E2 -5.103601E2
5.513826E1 -4.585623E1 -5.193907E2
5.517168E1 3.281012E0 -5.228377E2
5.520510E1 6.943826E1 -5.147132E2
5.523851E1 1.291166E2 -5.027707E2
5.527193E1 1.793232E2 -4.866326E2
5.530535E1 2.283671E2 -4.648488E2
5.533877E1 2.746891E2 -4.406882E2
5.537218E1 3.040915E2 -4.249114E2
5.540560E1 3.300483E2 -4.016744E2
5.543902E1 3.509460E2 -3.817172E2
5.547243E1 3.652789E2 -3.676334E2
5.550585E1 3.771830E2 -3.645683E2
5.553927E1 3.789337E2 -3.636822E2
5.557269E1 3.734746E2 -3.681887E2
5.560610E1 3.591123E2 -3.777602E2
5.563952E1 3.399699E2 -3.947929E2
5.567294E1 3.150583E2 -4.176110E2
5.570635E1 2.795344E2 -4.380113E2
5.573977E1 2.392394E2 -4.595782E2
5.577319E1 1.896119E2 -4.825754E2
5.580661E1 1.357866E2 -5.007267E2
5.584002E1 7.720290E1 -5.136395E2
5.587344E1 1.593568E1 -5.189321E2
5.590686E1 -4.545560E1 -5.186260E2
5.594027E1 -1.034326E2 -5.105063E2
5.597369E1 -1.569393E2 -4.969505E2
5.600711E1 -2.050878E2 -4.781426E2
5.604053E1 -2.488736E2 -4.593221E2
5.607394E1 -2.844669E2 -4.372527E2
5.610736E1 -3.127590E2 -4.157597E2
5.614078E1 -3.313169E2 -3.947945E2
5.617419E1 -3.495845E2 -3.825826E2
5.620761E1 -3.549620E2 -3.706267E2
5.624103E1 -3.577142E2 -3.677521E2
5.627445E1 -3.546928E2 -3.706900E2
5.630786E1 -3.459692E2 -3.795041E2
5.634128E1 -3.320747E2 -3.952019E2
5.637470E1 -3.097882E2 -4.134683E2
5.640811E1 -2.809464E2 -4.342729E2
5.644153E1 -2.460729E2 -4.560778E2
5.647495E1 -2.046302E2 -4.768032E2
5.650837E1 -1.586787E2 -4.961026E2
5.654178E1 -1.093370E2 -5.087347E2
5.657520E1 -5.403962E1 -5.176286E2
5.660862E1 1.320055E0 -5.207716E2
5.664203E1 6.636309E1 -5.151120E2
5.667545E1 1.203619E2 -5.043132E2
5.670887E1 1.741811E2 -4.897163E2
5.674229E1 2.247929E2 -4.667527E2
5.677570E1 2.683233E2 -4.438393E2
5.680912E1 2.961717E2 -4.246099E2
5.684254E1 3.271844E2 -4.084578E2
5.687595E1 3.514925E2 -3.905226E2
5.690937E1 3.618711E2 -3.726841E2
5.694279E1 3.745327E2 -3.682087E2
5.697621E1 3.759635E2 -3.668540E2
5.700962E1 3.702453E2 -3.703872E2
5.704304E1 3.560599E2 -3.785814E2
5.707646E1 3.390683E2 -3.965613E2
5.710987E1 3.131884E2 -4.166008E2
5.714329E1 2.792436E2 -4.368804E2
5.717671E1 2.393865E2 -4.588400E2
5.721013E1 1.914419E2 -4.821609E2
5.724354E1 1.378129E2 -5.006023E2
5.727696E1 8.135482E1 -5.128649E2
5.731038E1 2.093213E1 -5.187513E2
5.734379E1 -3.964973E1 -5.188406E2
5.737721E1 -9.918578E1 -5.109072E2
5.741063E1 -1.519096E2 -4.985137E2
5.744405E1 -2.016785E2 -4.821053E2
5.747746E1 -2.437036E2 -4.618483E2
5.751088E1 -2.804230E2 -4.402629E2
5.754430E1 -3.089766E2 -4.184858E2
5.757771E1 -3.310622E2 -4.003453E2
5.761113E1 -3.426482E2 -3.837704E2
5.764455E1 -3.523752E2 -3.747699E2
5.767797E1 -3.578307E2 -3.724340E2
5.771138E1 -3.558029E2 -3.754321E2
5.774480E1 -3.459774E2 -3.833503E2
5.777822E1 -3.310249E2 -3.972523E2
5.781163E1 -3.095160E2 -4.156542E2
5.784505E1 -2.806811E2 -4.354389E2
5.787847E1 -2.463893E2 -4.577421E2
5.791188E1 -2.050410E2 -4.768244E2
5.794530E1 -1.599360E2 -4.952707E2
5.797872E1 -1.091366E2 -5.087193E2
5.801214E1 -5.798773E1 -5.167230E2
5.804555E1 -1.208957E0 -5.233194E2
5.807897E1 5.883192E1 -5.166262E2
5.811239E1 1.158513E2 -5.079895E2
5.814580E1 1.697003E2 -4.895882E2
5.817922E1 2.195606E2 -4.689024E2
5.821264E1 2.641657E2 -4.456178E2
5.824606E1 2.913856E2 -4.291097E2
5.827947E1 3.202917E2 -4.067424E2
5.831289E1 3.416592E2 -3.901100E2
5.834631E1 3.598620E2 -3.788389E2
5.837972E1 3.671564E2 -3.686899E2
5.841314E1 3.689122E2 -3.667988E2
5.844656E1 3.633373E2 -3.698370E2
5.847998E1 3.551006E2 -3.837302E2
5.851339E1 3.349913E2 -3.977389E2
5.854681E1 3.110358E2 -4.177693E2
5.858023E1 2.776300E2 -4.381182E2
5.861364E1 2.386186E2 -4.598288E2
5.864706E1 1.916162E2 -4.818346E2
5.868048E1 1.384764E2 -5.001953E2
5.871390E1 8.143508E1 -5.141820E2
5.874731E1 2.308476E1 -5.189198E2
5.878073E1 -3.790615E1 -5.188296E2
5.881415E1 -9.475503E1 -5.126630E2
5.884756E1 -1.483135E2 -4.987000E2
5.888098E1 -1.988068E2 -4.839949E2
5.891440E1 -2.399160E2 -4.622611E2
5.894782E1 -2.767835E2 -4.427543E2
5.898123E1 -3.056316E2 -4.217678E2
5.901465E1 -3.276595E2 -4.033683E2
5.904807E1 -3.420103E2 -3.883337E2
5.908148E1 -3.510452E2 -3.783559E2
5.911490E1 -3.536440E2 -3.745418E2
5.914832E1 -3.505456E2 -3.766071E2
5.918174E1 -3.420175E2 -3.843740E2
5.921515E1 -3.277319E2 -3.984640E2
5.924857E1 -3.085927E2 -4.184677E2
5.928199E1 -2.787837E2 -4.363724E2
5.931540E1 -2.442890E2 -4.569220E2
5.934882E1 -2.039474E2 -4.773226E2
5.938224E1 -1.595000E2 -4.947576E2
5.941566E1 -1.119503E2 -5.088628E2
5.944907E1 -5.719500E1 -5.174808E2
5.948249E1 -9.103453E-1 -5.201296E2
5.951591E1 5.639599E1 -5.164200E2
5.954932E1 1.135392E2 -5.068174E2
5.958274E1 1.655789E2 -4.908085E2
5.961616E1 2.167859E2 -4.693269E2
5.964958E1 2.611280E2 -4.474779E2
5.968299E1 2.901511E2 -4.326437E2
5.971641E1 3.211247E2 -4.143548E2
5.974983E1 3.410341E2 -3.925943E2
5.978324E1 3.551716E2 -3.786197E2
5.981666E1 3.635298E2 -3.700835E2
5.985008E1 3.653207E2 -3.686699E2
5.988350E1 3.634153E2 -3.750970E2
5.991691E1 3.508785E2 -3.845137E2
5.995033E1 3.319904E2 -3.997564E2
5.998375E1 3.083333E2 -4.191469E2
6.001716E1 2.751330E2 -4.396062E2
6.005058E1 2.357423E2 -4.607981E2
6.008400E1 1.896507E2 -4.824726E2
6.011742E1 1.381877E2 -4.991147E2
6.015083E1 8.116044E1 -5.128355E2
6.018425E1 2.262157E1 -5.189294E2
6.021767E1 -3.726867E1 -5.197465E2
6.025108E1 -9.478698E1 -5.114452E2
6.028450E1 -1.469484E2 -4.988374E2
6.031792E1 -1.966249E2 -4.841722E2
6.035134E1 -2.380060E2 -4.643371E2
6.038475E1 -2.744366E2 -4.442384E2
6.041817E1 -3.031301E2 -4.234348E2
6.045159E1 -3.233247E2 -4.047469E2
6.048500E1 -3.392879E2 -3.907738E2
6.051842E1 -3.489433E2 -3.814096E2
6.055184E1 -3.528005E2 -3.784095E2
6.058526E1 -3.500799E2 -3.803049E2
6.061867E1 -3.404642E2 -3.887128E2
6.065209E1 -3.267031E2 -4.025097E2
6.068551E1 -3.041309E2 -4.182691E2
6.071892E1 -2.765275E2 -4.385394E2
6.075234E1 -2.424186E2 -4.589354E2
6.078576E1 -2.030689E2 -4.779898E2
6.081918E1 -1.582953E2 -4.966492E2
6.085259E1 -1.103714E2 -5.097469E2
6.088601E1 -5.687401E1 -5.169414E2
6.091943E1 -7.372101E-1 -5.214621E2
6.095284E1 5.727539E1 -5.164994E2
6.098626E1 1.129189E2 -5.062562E2
6.101968E1 1.667289E2 -4.908705E2
6.105310E1 2.159391E2 -4.707232E2
6.108651E1 2.593673E2 -4.488925E2
6.111993E1 2.899579E2 -4.369992E2
6.115335E1 3.197668E2 -4.161092E2
6.118676E1 3.404531E2 -3.992289E2
6.122018E1 3.568130E2 -3.862243E2
6.125360E1 3.651535E2 -3.783641E2
6.128702E1 3.671459E2 -3.763873E2
6.132043E1 3.628305E2 -3.806296E2
6.135385E1 3.502547E2 -3.907843E2
6.138727E1 3.319000E2 -4.065781E2
6.142068E1 3.040707E2 -4.205640E2
6.145410E1 2.744192E2 -4.463944E2
6.148752E1 2.322681E2 -4.645290E2
6.152093E1 1.857229E2 -4.844598E2
6.155435E1 1.350198E2 -5.009121E2
6.158777E1 7.934348E1 -5.141189E2
6.162119E1 2.127245E1 -5.187984E2
6.165460E1 -3.809145E1 -5.187426E2
6.168802E1 -9.478366E1 -5.120889E2
6.172144E1 -1.471457E2 -4.989177E2
6.175485E1 -1.964375E2 -4.843599E2
6.178827E1 -2.374052E2 -4.645493E2
6.182169E1 -2.736991E2 -4.447108E2
6.185511E1 -3.015082E2 -4.243606E2
6.188852E1 -3.230543E2 -4.064761E2
6.192194E1 -3.377067E2 -3.925908E2
6.195536E1 -3.454364E2 -3.826574E2
6.198877E1 -3.473695E2 -3.787678E2
6.202219E1 -3.465611E2 -3.826105E2
6.205561E1 -3.385247E2 -3.916828E2
6.208903E1 -3.244989E2 -4.055976E2
6.212244E1 -3.023968E2 -4.226618E2
6.215586E1 -2.730322E2 -4.402302E2
6.218928E1 -2.389121E2 -4.596339E2
6.222269E1 -1.991179E2 -4.788167E2
6.225611E1 -1.564456E2 -4.966142E2
6.228953E1 -1.082642E2 -5.088561E2
6.232295E1 -5.403682E1 -5.168407E2
6.235636E1 -1.427832E-1 -5.235155E2
6.238978E1 5.925576E1 -5.163696E2
6.242320E1 1.155534E2 -5.049291E2
6.245661E1 1.671264E2 -4.902737E2
6.249003E1 2.155396E2 -4.706743E2
6.252345E1 2.603728E2 -4.540731E2
6.255687E1 2.892131E2 -4.379746E2
6.259028E1 3.175163E2 -4.159838E2
6.262370E1 3.392047E2 -3.999896E2
6.265712E1 3.545915E2 -3.879988E2
6.269053E1 3.585710E2 -3.762482E2
6.272395E1 3.612413E2 -3.764690E2
6.275737E1 3.557229E2 -3.809022E2
6.279079E1 3.449687E2 -3.928130E2
6.282420E1 3.270045E2 -4.097821E2
6.285762E1 3.023867E2 -4.283158E2
6.289104E1 2.665050E2 -4.445793E2
6.292445E1 2.267477E2 -4.667566E2
6.295787E1 1.814357E2 -4.854148E2
6.299129E1 1.293935E2 -5.023554E2
6.302471E1 7.468851E1 -5.145651E2
6.305812E1 1.741578E1 -5.188734E2
6.309154E1 -4.192585E1 -5.191076E2
6.312496E1 -9.691936E1 -5.122935E2
6.315837E1 -1.487427E2 -4.989163E2
6.319179E1 -1.966406E2 -4.839471E2
6.322521E1 -2.372541E2 -4.639747E2
6.325863E1 -2.728482E2 -4.446295E2
6.329204E1 -3.005869E2 -4.247555E2
6.332546E1 -3.224330E2 -4.082591E2
6.335888E1 -3.340312E2 -3.922917E2
6.339229E1 -3.428293E2 -3.842608E2
6.342571E1 -3.452139E2 -3.809600E2
6.345913E1 -3.423414E2 -3.847335E2
6.349255E1 -3.327347E2 -3.927295E2
6.352596E1 -3.176802E2 -4.066397E2
6.355938E1 -2.971298E2 -4.241014E2
6.359280E1 -2.685743E2 -4.427270E2
6.362621E1 -2.346857E2 -4.624761E2
6.365963E1 -1.950016E2 -4.821069E2
6.369305E1 -1.508820E2 -4.981626E2
6.372647E1 -1.024265E2 -5.107318E2
6.375988E1 -4.728339E1 -5.185617E2
6.379330E1 3.171847E0 -5.203286E2
6.382672E1 6.527402E1 -5.161037E2
6.386013E1 1.179641E2 -5.047788E2
6.389355E1 1.714278E2 -4.889310E2
6.392697E1 2.183267E2 -4.689148E2
6.396039E1 2.613424E2 -4.469535E2
6.399380E1 2.895672E2 -4.373679E2
6.402722E1 3.130776E2 -4.124775E2
6.406064E1 3.370607E2 -4.020751E2
6.409405E1 3.478302E2 -3.846016E2
6.412747E1 3.577186E2 -3.808959E2
6.416089E1 3.579652E2 -3.787966E2
6.419431E1 3.512543E2 -3.815122E2
6.422772E1 3.414118E2 -3.962714E2
6.426114E1 3.229212E2 -4.124524E2
6.429456E1 2.934693E2 -4.268899E2
6.432797E1 2.610789E2 -4.468408E2
6.436139E1 2.207151E2 -4.687125E2
6.439481E1 1.755734E2 -4.869472E2
6.442823E1 1.248157E2 -5.028226E2
6.446164E1 6.824817E1 -5.149388E2
6.449506E1 9.619024E0 -5.189396E2
6.452848E1 -4.570194E1 -5.182939E2
6.456189E1 -1.010607E2 -5.108388E2
6.459531E1 -1.514565E2 -4.971949E2
6.462873E1 -1.987898E2 -4.824115E2
6.466215E1 -2.398570E2 -4.642127E2
6.469556E1 -2.738772E2 -4.441143E2
6.472898E1 -3.004125E2 -4.248813E2
6.476240E1 -3.179287E2 -4.056690E2
6.479581E1 -3.321845E2 -3.931256E2
6.482923E1 -3.399011E2 -3.854868E2
6.486265E1 -3.422372E2 -3.832446E2
6.489606E1 -3.390416E2 -3.873087E2
6.492948E1 -3.299787E2 -3.971829E2
6.496290E1 -3.148448E2 -4.113809E2
6.499632E1 -2.916852E2 -4.276549E2
6.502973E1 -2.638378E2 -4.472004E2
6.506315E1 -2.287970E2 -4.655956E2
6.509657E1 -1.892294E2 -4.843026E2
6.512998E1 -1.448467E2 -5.003545E2
6.516340E1 -9.428384E1 -5.110930E2
6.519682E1 -4.073193E1 -5.189556E2
6.523024E1 1.563412E1 -5.198532E2
6.526365E1 7.109142E1 -5.148558E2
6.529707E1 1.252313E2 -5.028443E2
6.533049E1 1.757345E2 -4.869280E2
6.536390E1 2.209954E2 -4.680457E2
6.539732E1 2.631946E2 -4.466582E2
6.543074E1 2.900547E2 -4.370214E2
6.546416E1 3.170663E2 -4.182171E2
6.549757E1 3.372295E2 -4.024187E2
6.553099E1 3.503299E2 -3.906435E2
6.556441E1 3.548425E2 -3.825960E2
6.559782E1 3.531577E2 -3.796027E2
6.563124E1 3.471650E2 -3.849060E2
6.566466E1 3.380463E2 -4.011689E2
6.569808E1 3.175784E2 -4.161852E2
6.573149E1 2.888936E2 -4.347984E2
6.576491E1 2.541486E2 -4.528056E2
6.579833E1 2.144601E2 -4.708643E2
6.583174E1 1.681149E2 -4.908684E2
6.586516E1 1.147855E2 -5.063446E2
6.589858E1 6.020140E1 -5.163450E2
6.593200E1 3.471175E-1 -5.212174E2
6.596541E1 -5.409646E1 -5.178820E2
6.599883E1 -1.073545E2 -5.089319E2
6.603225E1 -1.575945E2 -4.970628E2
6.606566E1 -2.037319E2 -4.819177E2
6.609908E1 -2.420074E2 -4.626833E2
6.613250E1 -2.753886E2 -4.428568E2
6.616592E1 -3.014830E2 -4.248703E2
6.619933E1 -3.178163E2 -4.057146E2
6.623275E1 -3.342903E2 -3.968665E2
6.626617E1 -3.415082E2 -3.896902E2
6.629958E1 -3.397972E2 -3.855911E2
6.633300E1 -3.387222E2 -3.924840E2
6.636642E1 -3.274561E2 -4.017252E2
6.639984E1 -3.108490E2 -4.153105E2
6.643325E1 -2.875174E2 -4.328952E2
6.646667E1 -2.578927E2 -4.505299E2
6.650009E1 -2.236127E2 -4.706239E2
6.653350E1 -1.818840E2 -4.866788E2
6.656692E1 -1.360275E2 -5.014740E2
6.660034E1 -8.630191E1 -5.142380E2
6.663376E1 -3.223340E1 -5.187810E2
6.666717E1 2.292352E1 -5.187727E2
6.670059E1 7.842925E1 -5.129058E2
6.673401E1 1.311205E2 -5.021839E2
6.676742E1 1.796394E2 -4.867511E2
6.680084E1 2.254965E2 -4.666755E2
6.683426E1 2.664342E2 -4.508026E2
6.686768E1 2.911623E2 -4.354875E2
6.690109E1 3.171973E2 -4.175609E2
6.693451E1 3.369889E2 -4.025311E2
6.696793E1 3.461950E2 -3.886944E2
6.700134E1 3.547955E2 -3.868473E2
6.703476E1 3.540889E2 -3.865772E2
6.706818E1 3.472097E2 -3.925962E2
6.710160E1 3.305288E2 -4.011975E2
6.713501E1 3.089465E2 -4.164525E2
6.716843E1 2.822413E2 -4.371170E2
6.720185E1 2.471957E2 -4.561408E2
6.723526E1 2.054894E2 -4.761854E2
6.726868E1 1.593413E2 -4.928616E2
6.730210E1 1.057117E2 -5.082939E2
6.733552E1 5.141203E1 -5.168928E2
6.736893E1 -3.987937E0 -5.203417E2
6.740235E1 -6.233124E1 -5.167628E2
6.743577E1 -1.147873E2 -5.069875E2
6.746918E1 -1.639333E2 -4.959781E2
6.750260E1 -2.080450E2 -4.788171E2
6.753602E1 -2.463726E2 -4.606678E2
6.756944E1 -2.778059E2 -4.415662E2
6.760285E1 -3.021349E2 -4.233937E2
6.763627E1 -3.180954E2 -4.063564E2
6.766969E1 -3.304289E2 -3.956425E2
6.770310E1 -3.395960E2 -3.915617E2
6.773652E1 -3.392144E2 -3.901134E2
6.776994E1 -3.347111E2 -3.964989E2
6.780336E1 -3.230816E2 -4.061581E2
6.783677E1 -3.051210E2 -4.201317E2
6.787019E1 -2.805557E2 -4.367442E2
6.790361E1 -2.501239E2 -4.543091E2
6.793702E1 -2.138454E2 -4.726941E2
6.797044E1 -1.724008E2 -4.908985E2
6.800386E1 -1.264007E2 -5.047401E2
6.803728E1 -7.518920E1 -5.145768E2
6.807069E1 -2.244883E1 -5.199068E2
6.810411E1 3.384523E1 -5.187195E2
6.813753E1 8.683699E1 -5.112090E2
6.817094E1 1.383853E2 -4.997420E2
6.820436E1 1.853223E2 -4.842919E2
6.823778E1 2.282521E2 -4.646208E2
6.827120E1 2.693176E2 -4.456559E2
6.830461E1 2.938878E2 -4.342701E2
6.833803E1 3.179138E2 -4.164305E2
6.837145E1 3.365839E2 -4.022936E2
6.840486E1 3.479943E2 -3.932148E2
6.843828E1 3.528426E2 -3.891517E2
6.847170E1 3.513752E2 -3.906714E2
6.850511E1 3.404222E2 -3.932961E2
6.853853E1 3.277843E2 -4.098851E2
6.857195E1 3.035463E2 -4.221371E2
6.860537E1 2.751287E2 -4.413048E2
6.863878E1 2.393505E2 -4.592613E2
6.867220E1 1.963517E2 -4.789875E2
6.870562E1 1.487121E2 -4.980788E2
6.873903E1 9.650408E1 -5.106062E2
6.877245E1 4.002598E1 -5.184547E2
6.880587E1 -1.501481E1 -5.197972E2
6.883929E1 -7.240199E1 -5.165050E2
6.887270E1 -1.234648E2 -5.066069E2
6.890612E1 -1.716037E2 -4.942533E2
6.893954E1 -2.145337E2 -4.771516E2
6.897295E1 -2.501839E2 -4.582585E2
6.900637E1 -2.806051E2 -4.399997E2
6.903979E1 -3.035545E2 -4.227663E2
6.907321E1 -3.206979E2 -4.083329E2
6.910662E1 -3.310835E2 -3.972582E2
6.914004E1 -3.342099E2 -3.904426E2
6.917346E1 -3.350849E2 -3.921603E2
6.920687E1 -3.287688E2 -3.985283E2
6.924029E1 -3.154327E2 -4.088145E2
6.927371E1 -2.980789E2 -4.241676E2
6.930713E1 -2.720064E2 -4.402790E2
6.934054E1 -2.414410E2 -4.598706E2
6.937396E1 -2.047113E2 -4.783598E2
6.940738E1 -1.615863E2 -4.942583E2
6.944079E1 -1.148647E2 -5.069355E2
6.947421E1 -6.414146E1 -5.163309E2
6.950763E1 -8.064752E0 -5.218521E2
6.954105E1 4.246973E1 -5.176802E2
6.957446E1 9.702498E1 -5.096746E2
6.960788E1 1.472967E2 -4.968765E2
6.964130E1 1.935559E2 -4.824202E2
6.967471E1 2.359500E2 -4.607871E2
6.970813E1 2.739140E2 -4.407421E2
6.974155E1 2.934503E2 -4.269096E2
6.977497E1 3.198303E2 -4.155667E2
6.980838E1 3.359145E2 -4.026807E2
6.984180E1 3.450324E2 -3.927345E2
6.987522E1 3.460009E2 -3.865989E2
6.990863E1 3.464572E2 -3.921798E2
6.994205E1 3.334662E2 -3.967033E2
6.997547E1 3.174581E2 -4.096336E2
7.000889E1 2.943065E2 -4.268610E2
7.004230E1 2.646445E2 -4.448076E2
7.007572E1 2.284785E2 -4.647624E2
7.010914E1 1.845507E2 -4.841966E2
7.014255E1 1.362381E2 -5.003963E2
7.017597E1 8.413218E1 -5.127143E2
7.020939E1 2.756286E1 -5.187308E2
7.024281E1 -2.757107E1 -5.195482E2
7.027622E1 -8.203313E1 -5.141446E2
7.030964E1 -1.330431E2 -5.035912E2
7.034306E1 -1.789598E2 -4.905977E2
7.037647E1 -2.191065E2 -4.723709E2
7.040989E1 -2.540891E2 -4.550482E2
7.044331E1 -2.831187E2 -4.371800E2
7.047673E1 -3.055813E2 -4.213907E2
7.051014E1 -3.218633E2 -4.082642E2
7.054356E1 -3.285966E2 -3.966502E2
7.057698E1 -3.332534E2 -3.930065E2
7.061039E1 -3.306497E2 -3.947691E2
7.064381E1 -3.239622E2 -4.022812E2
7.067723E1 -3.107102E2 -4.144768E2
7.071065E1 -2.895710E2 -4.287925E2
7.074406E1 -2.636363E2 -4.464572E2
7.077748E1 -2.309595E2 -4.634768E2
7.081090E1 -1.931170E2 -4.812447E2
7.084431E1 -1.505987E2 -4.986310E2
7.087773E1 -1.028608E2 -5.103907E2
7.091115E1 -5.277860E1 -5.172744E2
7.094457E1 -3.698384E-1 -5.204339E2
7.097798E1 5.497009E1 -5.165842E2
7.101140E1 1.059518E2 -5.082485E2
7.104482E1 1.551970E2 -4.946011E2
7.107823E1 1.999380E2 -4.781735E2
7.111165E1 2.416549E2 -4.587703E2
7.114507E1 2.751389E2 -4.388778E2
7.117849E1 3.005057E2 -4.275730E2
7.121190E1 3.233433E2 -4.116107E2
7.124532E1 3.389837E2 -4.006051E2
7.127874E1 3.432944E2 -3.898107E2
7.131215E1 3.452639E2 -3.885904E2
7.134557E1 3.405824E2 -3.909702E2
7.137899E1 3.323733E2 -4.029761E2
7.141241E1 3.121723E2 -4.151132E2
7.144582E1 2.874853E2 -4.330939E2
